Wealth,Age,Gender,Region,TVRegion,LoyaltyStatus,SpendYTD,MemberLength,TargetBuy,TargetAmt
3,41,F,Scottish,C Scotland,Silver,50,11,0,0
10,67,F,Midlands,East,Tin,0.01,9,0,0
6,75,F,Midlands,Midlands,Gold,6000,4,1,1
15,40,M,South East,London,Tin,0.01,5,1,1
6,55,M,North,N East,Silver,4200,5,0,0
6,67,U,Midlands,Midlands,Tin,0.01,8,0,0
9,51,F,North,N West,Tin,0.01,5,0,0
7,56,F,North,N West,Silver,1500,5,0,0
9,64,F,North,N West,Silver,4284.25,12,0,0
7,47,F,South East,London,Gold,9000,8,1,1
4,45,F,South East,London,Silver,1000,5,0,0
9,51,U,Midlands,Midlands,Tin,0.01,5,0,0
7,44,F,North,Yorkshire,Tin,0.01,9,0,0
12,45,U,Midlands,Wales & West,Silver,100,1,0,0
9,42,F,Midlands,Wales & West,Tin,0.01,7,1,1
4,67,M,South West,S West,Silver,1000,12,0,0
10,62,F,North,N East,Gold,9000,2,0,0
3,61,U,South East,London,Tin,0.01,7,0,0
10,42,U,South East,London,Tin,0.01,7,1,1
7,31,U,South East,London,Tin,0.01,8,0,0
9,36,F,Midlands,Ulster,Silver,1000,8,1,1
8,59,F,North,Yorkshire,Gold,9465.78,4,1,1
3,38,F,South East,London,Tin,0.01,4,0,0
8,40,F,Midlands,Midlands,Tin,0.01,5,0,0
7,61,M,South East,S & S East,Tin,0.01,5,0,0
4,56,U,North,N East,Silver,3000,4,0,0
7,30,F,North,N East,Silver,3000,4,0,0
6,23,F,Midlands,Wales & West,Silver,3000,3,0,0
8,71,F,Midlands,Wales & West,Gold,5000.01,8,1,1
5,71,F,Midlands,East,Silver,3000,2,0,0
5,49,F,North,N West,Gold,6000,1,0,0
10,27,F,Scottish,C Scotland,Silver,100,1,1,1
7,51,M,Scottish,N Scot,Silver,500,9,0,0
10,59,F,North,N West,Silver,2000,6,0,0
12,52,F,North,N West,Tin,0.01,5,0,0
8,49,U,South East,London,Silver,4000,26,1,2
9,69,F,Midlands,East,Silver,3000,12,1,1
5,52,F,North,N West,Gold,6000,2,0,0
11,34,F,Midlands,Midlands,Tin,0.01,5,1,1
3,60,F,South East,S & S East,Gold,6000,1,0,0
10,47,U,Midlands,Midlands,Tin,0.01,8,0,0
11,50,U,South East,London,Silver,3000,1,0,0
5,56,F,Midlands,Midlands,Tin,0.01,9,0,0
11,28,M,Midlands,Midlands,Tin,0.01,5,0,0
9,40,M,Scottish,C Scotland,Tin,0.01,5,0,0
9,53,F,Midlands,Wales & West,Silver,5000,5,0,0
3,57,M,Midlands,Midlands,Tin,0.01,8,0,0
5,46,M,South East,London,Silver,3000,8,0,0
6,60,M,South East,S & S East,Gold,6000,10,0,0
7,54,M,South East,London,Gold,9250,2,0,0
7,29,M,North,N West,Gold,6000,3,1,1
11,77,M,South East,S & S East,Silver,1000,22,1,1
7,41,F,South East,S & S East,Tin,0.01,4,0,0
20,41,F,North,N West,Gold,6400,1,1,2
5,60,F,South East,London,Gold,9058.9,2,0,0
11,52,M,South East,London,Platinum,22500,4,0,0
10,45,U,South East,London,Tin,0.01,8,0,0
8,32,F,South East,London,Silver,3000,5,1,1
5,48,F,Midlands,Wales & West,Gold,9107.64,8,0,0
3,78,U,South East,London,Gold,6000.01,16,0,0
18,50,M,South East,London,Silver,50.01,5,1,2
6,56,U,South East,S & S East,Platinum,20718.19,3,0,0
5,71,U,North,N West,Silver,840,5,0,0
10,58,U,Midlands,Midlands,Gold,6000,2,0,0
14,73,F,North,Yorkshire,Silver,3000,10,0,0
11,56,M,South East,London,Gold,6000,4,0,0
11,33,F,Midlands,Midlands,Tin,0.01,4,1,1
12,48,F,South East,London,Silver,50,10,1,2
13,69,F,Midlands,East,Gold,6000,2,0,0
11,39,F,South East,London,Tin,0.01,4,1,1
9,54,M,Midlands,Wales & West,Gold,10000,1,0,0
5,67,U,North,N East,Silver,2000,16,0,0
8,74,U,North,N West,Tin,0.01,5,0,0
10,61,F,South East,London,Silver,2000,8,1,1
7,64,M,North,N East,Gold,7500,12,0,0
14,65,F,North,N West,Gold,12000,12,1,1
9,51,M,South East,London,Silver,3000,1,0,0
21,35,M,North,N East,Silver,2000,3,1,2
3,62,U,South East,London,Gold,6000,5,0,0
11,44,F,North,N West,Tin,0.01,4,1,2
7,44,M,South East,S & S East,Gold,18078.34,7,0,0
13,56,M,North,Yorkshire,Gold,8100,8,1,1
7,70,U,South East,London,Gold,6000,7,0,0
8,70,M,South East,London,Platinum,30000,24,0,0
8,45,U,Midlands,East,Tin,0.01,5,0,0
9,63,M,Scottish,C Scotland,Silver,4000,5,0,0
13,33,M,Midlands,East,Silver,0.03,4,1,1
9,47,M,Midlands,Wales & West,Silver,1000,15,0,0
11,35,F,North,Yorkshire,Tin,0.01,7,1,1
10,44,F,Midlands,Wales & West,Silver,50,2,1,1
16,62,U,North,N West,Gold,10000,3,0,0
9,43,F,North,N West,Silver,50,10,0,0
13,56,M,North,N West,Gold,7000,14,0,0
11,49,M,Midlands,Wales & West,Tin,0.01,8,0,0
7,48,U,South East,S & S East,Tin,0.01,8,0,0
11,63,U,South East,London,Silver,0.02,5,0,0
9,41,F,South East,London,Tin,0.01,7,1,1
2,30,F,North,N East,Tin,0.01,5,0,0
10,59,M,Scottish,N Scot,Gold,6000,3,0,0
12,69,M,South East,London,Silver,1643.24,28,0,0
8,71,M,South East,S & S East,Silver,4000,15,0,0
11,36,U,South East,London,Silver,1500,9,1,2
7,69,M,Scottish,N Scot,Silver,800,12,0,0
7,48,F,Midlands,East,Tin,0.01,9,0,0
9,71,F,South East,London,Silver,1500,5,0,0
13,75,F,Midlands,Wales & West,Gold,7200,2,0,0
4,40,F,Scottish,N Scot,Tin,0.01,4,1,1
8,54,F,South West,S West,Silver,500,1,1,1
12,64,M,South East,S & S East,Silver,2000,4,0,0
5,33,F,North,N West,Tin,0.01,5,1,1
14,79,M,Midlands,Wales & West,Gold,10000,1,0,0
6,42,U,South East,London,Tin,0.01,5,0,0
7,51,U,Midlands,Midlands,Silver,3000,3,0,0
10,58,F,Midlands,Midlands,Gold,6000,9,0,0
4,54,M,North,N West,Silver,5000,4,0,0
9,45,U,Midlands,Midlands,Tin,0.01,5,0,0
10,63,F,North,N West,Gold,6680.01,8,0,0
2,58,F,Midlands,East,Platinum,20182.18,3,0,0
9,50,F,Midlands,Wales & West,Gold,12000,11,0,0
6,59,M,North,N West,Gold,17000,2,0,0
7,51,F,Midlands,East,Tin,0.01,4,0,0
5,61,M,South East,London,Gold,17853.35,7,0,0
9,35,M,South East,S & S East,Tin,0.01,4,0,0
11,48,M,South East,S & S East,Tin,0.01,10,0,0
12,43,F,Scottish,C Scotland,Silver,3620,9,1,1
6,65,M,South East,London,Platinum,40000,15,0,0
7,50,F,North,Yorkshire,Tin,0.01,5,0,0
4,60,F,North,Yorkshire,Silver,1500,23,0,0
5,41,U,Midlands,Midlands,Tin,0.01,4,1,1
12,27,F,North,Yorkshire,Gold,6107.64,5,1,1
7,50,F,South East,S & S East,Silver,2500,2,0,0
7,60,U,South East,London,Gold,6000,2,0,0
7,37,M,North,Yorkshire,Tin,0.01,8,1,1
9,43,M,South East,London,Silver,3000,3,0,0
7,56,M,Midlands,Midlands,Tin,0.01,9,0,0
5,44,F,Midlands,Wales & West,Gold,6000,2,0,0
7,58,M,North,Yorkshire,Tin,0.01,5,0,0
5,64,U,South East,London,Gold,6053.35,11,0,0
7,32,M,North,N West,Tin,0.01,5,0,0
4,54,M,Midlands,Wales & West,Silver,1500,3,0,0
11,76,F,South East,London,Silver,1000,4,0,0
6,61,F,South East,S & S East,Gold,6000,5,0,0
7,42,U,South East,London,Tin,0.01,5,0,0
10,54,F,North,N East,Gold,10800,1,0,0
6,44,F,Midlands,Midlands,Tin,0.01,5,0,0
6,63,M,South East,London,Silver,480,10,0,0
9,66,U,Midlands,Midlands,Tin,0.01,8,0,0
7,58,F,South East,London,Silver,480,10,1,1
11,55,F,South East,London,Gold,10000,4,0,0
6,52,F,Midlands,Midlands,Gold,6500,11,0,0
13,54,F,Scottish,C Scotland,Tin,0.01,9,0,0
13,48,U,Midlands,Midlands,Platinum,24000,2,0,0
7,60,M,Midlands,Wales & West,Gold,6000,10,0,0
8,65,M,South East,London,Silver,2400,3,0,0
8,38,U,South East,S & S East,Silver,4884,3,0,0
9,77,F,South West,S West,Silver,1500,5,0,0
7,73,M,Scottish,C Scotland,Gold,6133.15,8,0,0
5,57,U,South East,S & S East,Gold,15000,4,0,0
6,53,F,North,Yorkshire,Gold,6000,2,0,0
9,32,F,North,N West,Silver,2400,1,1,1
14,37,F,South East,London,Silver,1000,11,1,2
9,46,M,Scottish,C Scotland,Tin,0.01,5,0,0
8,56,F,Midlands,Midlands,Silver,1000,30,0,0
9,49,F,South East,London,Silver,1000,9,1,1
6,74,F,South East,London,Tin,0.01,9,0,0
7,41,M,Midlands,East,Silver,3052.66,5,0,0
9,22,M,Scottish,N Scot,Silver,2000,1,0,0
7,70,M,South East,London,Silver,4800,7,0,0
6,76,M,North,N West,Tin,0.01,4,0,0
10,62,F,South East,London,Silver,1100,8,0,0
7,53,F,Midlands,Wales & West,Silver,50.01,8,0,0
7,61,M,Scottish,C Scotland,Gold,12000,8,0,0
5,55,U,South East,London,Gold,9000,11,0,0
11,48,U,South East,S & S East,Silver,1000,5,0,0
12,28,F,Midlands,Wales & West,Silver,2000,4,0,0
4,52,M,Scottish,N Scot,Tin,0.01,8,0,0
7,49,M,South West,S West,Tin,0.01,5,0,0
5,48,F,Midlands,Midlands,Tin,0.01,4,0,0
15,37,F,Scottish,C Scotland,Silver,1680,4,1,1
6,75,F,Midlands,Midlands,Platinum,28260,1,0,0
11,59,F,South East,London,Silver,1500,4,1,1
5,56,F,South East,S & S East,Silver,500,9,0,0
4,59,F,Midlands,Midlands,Silver,3000,1,0,0
9,29,F,Midlands,Midlands,Tin,0.01,5,1,1
11,39,F,Midlands,Wales & West,Silver,49.72,2,1,1
10,51,U,South East,London,Gold,19126.39,3,1,2
7,75,F,North,N West,Platinum,34268.5,22,0,0
13,37,F,South East,London,Silver,1200,1,1,1
8,63,F,South East,London,Gold,15052.66,7,0,0
14,29,F,South West,S West,Tin,0.01,7,1,2
8,52,F,South East,London,Silver,10.01,7,0,0
7,19,U,Midlands,East,Silver,290.41,2,0,0
3,67,F,North,Yorkshire,Gold,6000,8,0,0
1,51,F,North,Yorkshire,Gold,6000,3,0,0
10,56,M,South East,London,Silver,50.01,8,0,0
11,66,M,Scottish,C Scotland,Gold,11054.8,1,1,1
10,76,F,South East,London,Gold,18000,1,0,0
5,58,F,Scottish,C Scotland,Gold,6105.32,7,0,0
11,51,F,South East,S & S East,Tin,0.01,5,0,0
6,44,F,Midlands,East,Tin,0.01,8,0,0
6,42,U,Midlands,Ulster,Tin,0.01,4,0,0
7,44,M,South East,S & S East,Silver,4000.01,8,1,1
7,39,F,South East,London,Tin,0.01,7,1,1
15,66,F,Midlands,Midlands,Gold,6000,1,0,0
14,32,F,North,Yorkshire,Silver,1000,4,1,1
6,32,F,North,Yorkshire,Silver,35,2,1,1
8,47,F,South East,London,Gold,6053.35,1,0,0
8,29,U,Midlands,Midlands,Silver,1200,5,0,0
9,65,F,South East,S & S East,Tin,0.01,9,0,0
6,60,F,South East,London,Gold,18026.67,25,0,0
8,27,M,Midlands,Wales & West,Gold,13535.88,6,1,1
6,44,F,Midlands,East,Silver,1000,10,1,1
6,32,F,Midlands,Midlands,Tin,0.01,5,1,1
5,76,M,North,Yorkshire,Gold,11010.14,15,1,1
12,66,U,Midlands,Ulster,Platinum,28000,4,0,0
8,66,F,South East,London,Platinum,29053.35,8,1,1
8,77,F,Midlands,East,Gold,8000,2,0,0
8,44,U,Midlands,East,Tin,0.01,5,0,0
6,74,F,Midlands,Wales & West,Gold,6053.35,6,0,0
9,49,F,Midlands,Wales & West,Tin,0.01,4,0,0
12,58,F,South East,S & S East,Platinum,20456.81,7,0,0
5,50,M,South East,S & S East,Tin,0.01,8,0,0
12,43,F,Scottish,C Scotland,Silver,1221.06,8,1,1
10,69,M,Midlands,Wales & West,Gold,9300,10,0,0
9,58,F,North,N West,Gold,9500,8,0,0
14,46,M,South West,S West,Silver,600,11,0,0
6,44,M,Midlands,East,Tin,0.01,9,0,0
9,50,U,North,N East,Tin,0.01,8,0,0
20,40,F,North,Yorkshire,Gold,6053.35,5,1,1
6,54,U,North,Yorkshire,Gold,10000,4,0,0
11,48,F,South East,London,Silver,50,7,0,0
10,30,M,Scottish,N Scot,Gold,6000,10,1,1
6,61,F,South West,S West,Tin,0.01,5,0,0
13,35,F,South East,London,Silver,1620,6,0,0
5,28,F,Midlands,East,Silver,600,4,0,0
12,50,M,Scottish,C Scotland,Silver,1620,8,0,0
12,69,F,North,N East,Silver,3000,8,0,0
10,69,F,Scottish,N Scot,Platinum,32062.5,4,1,1
9,63,M,North,N West,Platinum,20026.71,3,0,0
8,58,U,Midlands,East,Tin,0.01,5,0,0
12,33,F,South East,London,Tin,0.01,5,1,1
8,69,M,Scottish,N Scot,Tin,0.01,5,0,0
8,70,F,South East,London,Silver,2000,4,0,0
9,54,M,Midlands,East,Silver,1000,6,1,2
7,35,U,Midlands,Midlands,Silver,500,1,0,0
8,52,F,Midlands,Midlands,Gold,5420,6,1,1
6,75,F,South West,S West,Gold,8000,9,0,0
11,41,M,Midlands,Wales & West,Silver,500,9,0,0
16,44,M,Midlands,Wales & West,Silver,3000,7,0,0
9,68,F,North,N East,Silver,1000,4,0,0
7,39,U,South East,S & S East,Silver,2000,1,1,1
13,70,F,South East,S & S East,Tin,0.01,7,0,0
8,39,F,South East,London,Tin,0.01,5,0,0
7,36,U,Midlands,Midlands,Tin,0.01,7,0,0
11,57,M,North,Yorkshire,Silver,3000,10,0,0
13,76,F,South East,London,Silver,3000,17,1,1
7,62,F,Scottish,C Scotland,Gold,6000,1,0,0
10,74,F,Scottish,N Scot,Gold,7000,18,0,0
8,43,F,North,N West,Tin,0.01,4,0,0
8,44,U,Midlands,Wales & West,Silver,1000,4,0,0
8,62,F,South East,London,Silver,5000,3,0,0
9,39,F,Midlands,Midlands,Tin,0.01,8,1,1
5,70,U,South West,S West,Gold,6107.64,6,0,0
9,78,F,Midlands,Midlands,Silver,2000,5,0,0
6,50,F,North,N West,Tin,0.01,5,0,0
8,60,M,Midlands,East,Tin,0.01,8,0,0
8,74,F,South East,London,Silver,5000,4,0,0
30,38,F,Scottish,C Scotland,Silver,1000,2,1,3
2,45,F,South East,S & S East,Gold,7400,5,0,0
6,63,U,Scottish,C Scotland,Gold,8000,25,0,0
13,52,F,Midlands,Midlands,Gold,10000,1,0,0
8,54,F,North,Yorkshire,Gold,6053.35,6,1,1
9,66,M,Midlands,Midlands,Tin,0.01,5,0,0
4,39,F,North,Yorkshire,Tin,0.01,4,0,0
8,69,F,Scottish,Border,Gold,14060.1,8,0,0
9,74,F,Midlands,Midlands,Gold,6000,2,0,0
5,58,U,Midlands,Midlands,Silver,1000,8,0,0
12,47,M,Midlands,East,Silver,600,6,0,0
13,67,F,South East,S & S East,Gold,5320.5,11,0,0
8,45,M,South East,London,Silver,2000,11,0,0
6,70,U,Midlands,Wales & West,Gold,6000,6,0,0
12,61,F,Scottish,C Scotland,Gold,7500,4,0,0
6,75,F,South East,London,Gold,12053.35,24,0,0
6,50,F,South East,London,Platinum,25000,1,0,0
6,57,M,North,N West,Gold,6000,8,0,0
9,28,F,South East,London,Tin,0.01,6,1,1
8,53,U,South West,S West,Tin,0.01,5,0,0
11,67,F,Midlands,Midlands,Gold,6000,1,0,0
3,53,F,North,Yorkshire,Silver,3000,3,0,0
9,29,F,North,Yorkshire,Tin,0.01,5,0,0
12,51,M,Midlands,Midlands,Silver,1250,4,0,0
11,50,U,North,N East,Silver,1220,9,0,0
8,77,F,South East,London,Gold,6107.64,5,0,0
6,33,U,North,N West,Silver,600,1,0,0
9,59,F,Midlands,East,Silver,1000,3,0,0
11,39,U,South East,London,Silver,600,7,1,1
5,58,F,South East,London,Tin,0.01,5,0,0
8,47,M,South East,London,Gold,6000,13,1,1
4,50,M,South East,London,Silver,3076.28,5,0,0
14,32,F,Midlands,Midlands,Tin,0.01,8,0,0
14,52,F,South East,London,Silver,500,11,1,1
9,25,F,South East,London,Silver,50.38,3,1,1
10,52,M,South East,S & S East,Gold,10800,8,0,0
10,67,F,South East,S & S East,Tin,0.01,7,0,0
6,76,M,North,Yorkshire,Tin,0.01,8,0,0
14,54,U,Midlands,Midlands,Silver,2000,17,0,0
8,63,F,South East,London,Gold,6250,23,0,0
2,32,U,South East,S & S East,Tin,0.01,4,0,0
7,55,F,Midlands,East,Gold,10000,4,0,0
5,72,M,Midlands,East,Gold,6000,2,0,0
5,38,M,South East,London,Silver,1000,8,0,0
10,47,M,Midlands,Midlands,Tin,0.01,8,0,0
2,67,F,South East,London,Gold,6000,2,0,0
4,55,M,Midlands,Midlands,Gold,10000,3,0,0
15,27,F,South East,London,Gold,6053.35,6,1,2
10,64,M,North,Yorkshire,Silver,1000,6,0,0
9,57,F,Midlands,Wales & West,Silver,500,9,0,0
13,61,F,South West,S West,Gold,10000,5,1,1
15,55,F,South East,London,Silver,5000,4,0,0
6,46,F,South East,London,Gold,9000,8,0,0
6,34,F,South East,S & S East,Gold,6700,6,0,0
10,40,F,Midlands,East,Silver,420,4,0,0
6,65,U,North,N East,Silver,100,3,0,0
14,34,M,South East,London,Silver,100,1,0,0
7,55,F,South East,S & S East,Tin,0.01,4,0,0
9,35,U,Midlands,East,Silver,4000,8,0,0
7,44,F,Midlands,East,Tin,0.01,8,1,1
11,48,F,Midlands,East,Silver,2665.73,2,0,0
11,55,F,South East,London,Tin,0.01,5,0,0
12,66,M,Scottish,C Scotland,Silver,3328,5,0,0
6,43,F,South East,London,Tin,0.01,5,0,0
7,45,M,South East,London,Tin,0.01,6,0,0
11,55,M,South East,S & S East,Gold,6000,2,0,0
7,75,M,North,Yorkshire,Gold,15000,4,0,0
6,63,F,Midlands,East,Gold,8000,6,0,0
4,78,M,South East,London,Gold,6420,10,0,0
6,78,F,South East,S & S East,Gold,6827.6,6,0,0
9,30,F,South East,London,Silver,1900.8,9,1,1
5,57,U,Midlands,Wales & West,Gold,6025,9,0,0
8,72,F,South East,S & S East,Gold,6000,25,0,0
4,52,F,Midlands,East,Silver,3000,3,0,0
10,62,F,Scottish,N Scot,Silver,5000,13,1,1
5,59,F,North,N West,Silver,0.03,5,0,0
8,56,M,South East,London,Gold,12000,7,0,0
6,60,U,South East,London,Gold,14000,6,0,0
9,42,M,South East,London,Silver,3053.82,6,0,0
6,45,M,Scottish,C Scotland,Silver,720,9,0,0
8,57,F,Midlands,Midlands,Gold,10000,4,0,0
5,58,F,South East,London,Gold,13200,8,0,0
9,74,F,Scottish,C Scotland,Platinum,31000,6,0,0
5,63,U,North,N West,Tin,0.01,8,0,0
2,63,U,South East,S & S East,Gold,10000,21,0,0
5,42,F,North,Yorkshire,Silver,1000,1,0,0
9,66,U,North,N East,Platinum,29987.28,4,0,0
5,52,F,South East,London,Silver,500,10,0,0
4,49,F,Midlands,Midlands,Gold,6000,2,0,0
10,38,F,South East,S & S East,Tin,0.01,10,0,0
9,48,M,North,Yorkshire,Gold,5097.5,8,0,0
13,51,F,South East,London,Gold,6000,6,1,2
12,54,F,South East,London,Silver,600,8,1,1
4,55,M,South East,London,Gold,10105.32,7,0,0
9,68,M,South East,London,Silver,3000,1,0,0
9,48,F,North,N West,Silver,1000,7,0,0
7,51,F,South East,S & S East,Silver,4884.25,8,0,0
7,45,U,Scottish,C Scotland,Tin,0.01,8,0,0
10,60,U,South East,London,Gold,16202.79,13,0,0
8,59,F,South East,London,Silver,100,1,0,0
5,37,U,South East,London,Gold,7000,11,0,0
10,35,F,North,N West,Tin,0.01,6,1,1
4,67,F,South East,London,Gold,6000,8,0,0
4,31,M,South East,S & S East,Tin,0.01,5,0,0
6,49,M,Midlands,Midlands,Silver,4842.12,9,0,0
16,72,F,South East,London,Silver,3053,6,0,0
14,33,F,Midlands,Midlands,Silver,0.02,8,1,1
7,55,M,South East,London,Silver,600,8,0,0
11,49,F,Midlands,Midlands,Tin,0.01,7,0,0
9,53,F,South East,London,Silver,600,8,0,0
8,66,F,Midlands,Wales & West,Platinum,28937.6,8,0,0
12,73,F,Midlands,Midlands,Gold,10526.81,19,0,0
9,78,F,South East,London,Gold,6000,9,0,0
8,71,F,Scottish,N Scot,Gold,12000,6,0,0
4,47,F,Midlands,Midlands,Silver,1000,9,0,0
9,75,F,South East,London,Gold,14000,5,0,0
4,52,U,South East,S & S East,Silver,3000,11,0,0
13,49,M,South East,London,Silver,360,1,1,1
5,73,F,South East,London,Gold,12000,9,0,0
4,66,F,South East,London,Silver,3000,8,0,0
10,63,F,Midlands,Midlands,Tin,0.01,5,0,0
7,72,F,Midlands,East,Silver,4000,2,0,0
5,57,M,North,Yorkshire,Silver,0.02,8,0,0
6,40,F,North,Yorkshire,Tin,0.01,8,0,0
4,74,F,Midlands,Midlands,Gold,6000,2,0,0
7,55,F,Midlands,Midlands,Tin,0.01,5,0,0
11,20,F,Midlands,East,Gold,18000,2,0,0
10,53,F,South East,London,Silver,500,17,0,0
6,48,F,North,Yorkshire,Gold,9000,2,0,0
10,36,F,Midlands,East,Silver,2500,3,1,2
12,63,F,North,Yorkshire,Silver,5000,4,0,0
5,75,F,South East,S & S East,Gold,6105.32,8,0,0
5,59,F,North,N West,Tin,0.01,4,0,0
10,57,F,South East,S & S East,Silver,3000,3,0,0
11,45,M,Midlands,Midlands,Silver,4000,12,0,0
5,58,F,South East,London,Gold,6000,6,0,0
12,37,M,South East,S & S East,Tin,0.01,4,0,0
3,42,F,South East,London,Tin,0.01,5,1,1
9,43,U,South East,London,Silver,1000,5,0,0
14,62,M,Midlands,Midlands,Silver,5000,5,0,0
6,70,U,South East,London,Gold,10000,8,0,0
11,37,F,Scottish,Border,Silver,420,4,1,1
9,44,U,Midlands,Midlands,Gold,6107.64,6,0,0
8,50,M,Midlands,Midlands,Silver,0.02,9,0,0
13,38,F,South East,London,Tin,0.01,5,1,2
6,55,M,South East,London,Silver,1500,6,0,0
15,60,F,Midlands,Midlands,Gold,15250,4,0,0
11,62,F,North,N West,Silver,50,10,1,1
10,41,F,North,Yorkshire,Tin,0.01,11,1,1
12,48,F,North,Yorkshire,Tin,0.01,9,0,0
7,52,F,Midlands,East,Gold,6000,2,0,0
8,65,F,South East,S & S East,Silver,3000,4,0,0
5,58,F,South East,London,Silver,2500,5,0,0
7,41,F,Midlands,Wales & West,Tin,0.01,1,0,0
9,71,M,Scottish,N Scot,Gold,10600,4,0,0
11,27,F,South East,London,Silver,600,1,1,1
7,36,U,South East,London,Gold,6000,1,0,0
6,67,F,South East,London,Gold,6000,4,1,1
12,61,F,North,Yorkshire,Tin,0.01,11,0,0
6,69,F,North,N West,Silver,2190.24,24,0,0
11,65,U,South East,London,Gold,6020,9,0,0
6,44,U,Midlands,Midlands,Silver,35,1,0,0
5,42,F,South East,London,Tin,0.01,7,1,1
5,50,F,South East,London,Tin,0.01,5,0,0
4,38,U,South East,London,Silver,100,1,0,0
7,53,F,South East,London,Silver,5000,5,0,0
10,45,U,South East,London,Tin,0.01,8,0,0
8,37,F,North,N West,Tin,0.01,4,1,1
4,47,F,South East,London,Tin,0.01,5,1,1
13,51,F,South East,S & S East,Tin,0.01,5,1,1
5,79,F,North,N West,Silver,1000,12,0,0
11,54,M,South East,S & S East,Tin,0.01,5,0,0
4,51,U,North,N East,Gold,13800,8,0,0
6,63,F,Midlands,Wales & West,Gold,6053.35,6,0,0
5,46,M,South East,London,Gold,9000,8,0,0
10,66,F,Midlands,Midlands,Silver,2500.01,33,0,0
5,37,M,Midlands,Midlands,Tin,0.01,5,0,0
7,46,U,South East,London,Gold,7000,3,0,0
8,58,M,Midlands,Wales & West,Silver,3500,2,0,0
9,76,M,South East,S & S East,Silver,4884.25,8,0,0
9,49,F,North,Yorkshire,Tin,0.01,4,0,0
13,71,M,South East,London,Tin,0.01,8,0,0
17,31,F,Midlands,Midlands,Tin,0.01,4,1,1
5,58,U,South East,London,Gold,6105.32,7,0,0
6,68,M,South East,S & S East,Silver,2000,1,0,0
3,54,U,Midlands,East,Platinum,49300,13,0,0
14,55,F,Midlands,Midlands,Gold,6061.26,29,1,1
13,59,F,South East,London,Gold,6000,2,0,0
14,40,F,South East,London,Silver,3500,6,1,2
8,71,M,South East,S & S East,Gold,5884.25,21,0,0
3,57,F,South East,London,Tin,0.01,5,0,0
10,67,F,Midlands,East,Gold,7600,8,0,0
5,59,F,North,Yorkshire,Gold,12000,8,0,0
10,41,F,South East,London,Tin,0.01,4,0,0
10,37,M,North,Yorkshire,Tin,0.01,8,0,0
12,61,M,Midlands,Midlands,Silver,3000,3,0,0
6,43,F,South East,London,Gold,8000,1,1,1
13,29,F,North,N West,Silver,222.12,2,1,2
6,60,U,Midlands,Midlands,Silver,3000,8,1,1
9,43,F,Midlands,East,Silver,900.01,9,1,1
5,35,F,North,Yorkshire,Silver,3000,3,0,0
6,47,U,Midlands,Wales & West,Tin,0.01,8,0,0
8,74,U,South East,S & S East,Gold,11000,6,0,0
9,31,F,Midlands,Midlands,Tin,0.01,5,0,0
12,31,F,Midlands,Midlands,Tin,0.01,5,1,1
7,37,F,Midlands,Midlands,Tin,0.01,4,0,0
6,67,F,Scottish,N Scot,Platinum,28173.34,11,0,0
9,63,F,Midlands,Wales & West,Tin,0.01,9,0,0
6,64,F,Midlands,Midlands,Silver,2000,5,0,0
8,74,F,Midlands,Midlands,Tin,0.01,4,0,0
11,54,M,Midlands,Midlands,Tin,0.01,7,0,0
8,68,U,South West,S West,Silver,4757.13,3,0,0
8,57,U,North,N East,Platinum,32616.19,8,0,0
13,76,F,North,N West,Gold,11400,8,0,0
10,49,M,North,N West,Silver,0.02,5,0,0
12,44,M,North,N West,Silver,510,13,0,0
14,45,F,Midlands,East,Silver,5000,4,1,2
11,56,F,Midlands,Midlands,Tin,0.01,5,0,0
5,33,F,South East,S & S East,Tin,0.01,4,1,1
10,47,M,North,Yorkshire,Tin,0.01,9,1,1
10,41,U,South East,London,Silver,2000,4,1,1
9,55,F,South East,London,Silver,4000,6,0,0
15,75,M,South East,S & S East,Gold,12000,5,1,1
8,46,F,South East,S & S East,Tin,0.01,5,1,1
7,58,F,South East,London,Gold,6000,6,0,0
8,45,M,South East,London,Tin,0.01,8,0,0
7,51,M,Midlands,Midlands,Gold,6053.36,8,0,0
5,68,U,South West,S West,Silver,978.4,29,0,0
10,71,M,South East,London,Gold,6000,5,0,0
5,44,F,Midlands,East,Tin,0.01,9,0,0
10,69,U,South East,London,Gold,6000,5,0,0
13,38,F,South East,London,Tin,0.01,4,0,0
13,59,F,Midlands,Ulster,Silver,3000,4,1,2
17,49,F,North,N West,Tin,0.01,4,1,2
9,35,F,North,Yorkshire,Tin,0.01,4,0,0
9,73,U,South East,London,Gold,6000,2,0,0
8,50,F,South East,London,Tin,0.01,8,0,0
7,74,F,Midlands,Midlands,Gold,12000,8,0,0
9,53,F,South East,London,Tin,0.01,5,0,0
9,61,U,Midlands,Midlands,Silver,0.02,5,0,0
9,58,F,South West,S West,Silver,3000,5,0,0
10,63,M,South East,London,Silver,1000,6,0,0
2,64,U,North,N West,Silver,1000,5,0,0
11,47,F,Scottish,C Scotland,Tin,0.01,5,0,0
7,32,F,South East,London,Tin,0.01,5,0,0
8,52,F,South East,London,Tin,0.01,8,0,0
6,72,F,South East,S & S East,Gold,12000,2,0,0
5,64,F,South East,London,Gold,6000,2,1,1
7,30,F,Midlands,Midlands,Tin,0.01,4,1,1
10,67,M,South East,London,Gold,6000,1,0,0
